date,server,power_state,cpu_avg,cpu_max,mem_avg,mem_max
2026-02-09,gti-com-hp17.hci.bri.co.id,1,49.87,63.46,31.63,33.17
2026-02-10,gti-com-hp17.hci.bri.co.id,1,51.32,61.48,36.87,36.87
2026-02-11,gti-com-hp17.hci.bri.co.id,1,39.53,49.69,39.52,39.52
2026-02-12,gti-com-hp17.hci.bri.co.id,1,44.82,62.91,33.05,33.05
2026-02-13,gti-com-hp17.hci.bri.co.id,1,47.48,60.73,37.68,37.71
2026-02-14,gti-com-hp17.hci.bri.co.id,1,35.35,61.4,21.29,37.71
2026-02-15,gti-com-hp17.hci.bri.co.id,1,42.02,64.46,30.09,33.02
2026-02-16,gti-com-hp17.hci.bri.co.id,1,40.6,68.92,34.13,34.13
2026-02-17,gti-com-hp17.hci.bri.co.id,1,42.92,59.19,38.44,38.44
2026-02-18,gti-com-hp17.hci.bri.co.id,1,43.27,51.52,26.63,36.41
2026-02-19,gti-com-hp17.hci.bri.co.id,1,45.59,63.85,37.03,37.03
2026-02-20,gti-com-hp17.hci.bri.co.id,1,30.24,52.02,35.45,37.82
2026-02-21,gti-com-hp17.hci.bri.co.id,1,35.33,56.88,31.47,37.78
2026-02-22,gti-com-hp17.hci.bri.co.id,1,36.47,59.73,26.22,34.77
2026-02-23,gti-com-hp17.hci.bri.co.id,1,46.77,59.84,40.94,40.94
2026-02-24,gti-com-hp17.hci.bri.co.id,1,36.67,59.89,36.17,36.17
2026-02-25,gti-com-hp17.hci.bri.co.id,1,41.06,54.33,44.1,44.1
2026-02-26,gti-com-hp17.hci.bri.co.id,1,48.66,66.65,33.15,33.43
2026-02-27,gti-com-hp17.hci.bri.co.id,1,55.56,64.66,26.51,36.26
2026-02-28,gti-com-hp17.hci.bri.co.id,1,42.77,62.14,33.12,33.9
2026-03-01,gti-com-hp17.hci.bri.co.id,1,37.75,55.37,34.8,34.8
2026-03-02,gti-com-hp17.hci.bri.co.id,1,43.89,61.78,35.11,35.11
2026-03-03,gti-com-hp17.hci.bri.co.id,1,46.53,46.93,35.89,35.89
2026-03-04,gti-com-hp17.hci.bri.co.id,1,56.19,63.96,39.55,39.55
2026-03-05,gti-com-hp17.hci.bri.co.id,1,39.44,60.58,34.3,34.55
2026-03-06,gti-com-hp17.hci.bri.co.id,1,42.8,56.47,35.2,35.2
2026-03-07,gti-com-hp17.hci.bri.co.id,1,37.22,51.73,37.86,37.86
2026-03-08,gti-com-hp17.hci.bri.co.id,1,42.55,66.04,27.57,30.2
2026-03-09,gti-com-hp17.hci.bri.co.id,1,43.57,60.74,41.41,41.41
2026-03-10,gti-com-hp17.hci.bri.co.id,1,39.43,57.27,37.85,37.85
2026-03-11,gti-com-hp17.hci.bri.co.id,1,42.96,53.35,35.14,35.14
2026-03-12,gti-com-hp17.hci.bri.co.id,1,43.19,54.18,37.22,37.49
2026-03-13,gti-com-hp17.hci.bri.co.id,1,54.89,62.81,36.77,39.16
2026-03-14,gti-com-hp17.hci.bri.co.id,1,43.79,51.56,35.54,35.54
2026-03-15,gti-com-hp17.hci.bri.co.id,1,36.2,64.82,27.99,30.2
2026-03-16,gti-com-hp17.hci.bri.co.id,1,52.85,67.96,35.52,36.77
2026-03-17,gti-com-hp17.hci.bri.co.id,1,47.19,62.9,35.15,35.15
2026-03-18,gti-com-hp17.hci.bri.co.id,1,49.93,65.75,36.58,36.58
2026-03-19,gti-com-hp17.hci.bri.co.id,1,44.39,57.94,37.08,37.08
2026-03-20,gti-com-hp17.hci.bri.co.id,1,48.78,53.09,35.68,37.88
2026-03-21,gti-com-hp17.hci.bri.co.id,1,37.56,56.97,22.82,35.15
2026-03-22,gti-com-hp17.hci.bri.co.id,1,38.68,62.17,35.48,35.97
2026-03-23,gti-com-hp17.hci.bri.co.id,1,43.99,63.97,30.82,33.79
2026-03-24,gti-com-hp17.hci.bri.co.id,1,45.99,62.04,30.6,30.6
2026-03-25,gti-com-hp17.hci.bri.co.id,1,55.2,58.9,41.76,41.76
2026-03-26,gti-com-hp17.hci.bri.co.id,1,43.78,62.61,32.64,35.42
2026-03-27,gti-com-hp17.hci.bri.co.id,1,47.78,52.58,32.61,33.37
2026-03-28,gti-com-hp17.hci.bri.co.id,1,31.61,56.5,29.29,37.47
2026-03-29,gti-com-hp17.hci.bri.co.id,1,30.12,57.11,31.25,32.04
2026-03-30,gti-com-hp17.hci.bri.co.id,1,38.01,56.63,35.97,37.47
2026-03-31,gti-com-hp17.hci.bri.co.id,1,54.18,55.47,39.7,39.7
2026-04-01,gti-com-hp17.hci.bri.co.id,1,47.53,69.99,32.36,36.47
2026-04-02,gti-com-hp17.hci.bri.co.id,1,58.0,58.0,42.58,42.58
2026-04-03,gti-com-hp17.hci.bri.co.id,1,56.86,61.83,37.55,37.55
2026-04-04,gti-com-hp17.hci.bri.co.id,1,41.18,67.55,28.39,34.76
2026-04-05,gti-com-hp17.hci.bri.co.id,1,41.31,59.58,34.73,40.13
2026-04-06,gti-com-hp17.hci.bri.co.id,1,53.25,59.4,35.85,35.85
2026-04-07,gti-com-hp17.hci.bri.co.id,1,29.69,61.38,31.91,35.92
2026-04-08,gti-com-hp17.hci.bri.co.id,1,45.65,59.23,28.88,31.19
2026-04-09,gti-com-hp17.hci.bri.co.id,1,55.08,55.08,33.86,33.86
2026-04-10,gti-com-hp17.hci.bri.co.id,1,46.37,55.03,34.76,37.4
2026-04-11,gti-com-hp17.hci.bri.co.id,1,36.47,55.81,34.82,39.33
2026-04-12,gti-com-hp17.hci.bri.co.id,1,36.56,59.1,29.17,30.38
2026-04-13,gti-com-hp17.hci.bri.co.id,1,41.73,61.61,25.97,33.42
2026-04-14,gti-com-hp17.hci.bri.co.id,1,49.26,58.81,30.32,34.38
2026-04-15,gti-com-hp17.hci.bri.co.id,1,42.58,58.7,27.8,36.44
2026-04-16,gti-com-hp17.hci.bri.co.id,1,55.57,59.04,32.48,40.04
2026-04-17,gti-com-hp17.hci.bri.co.id,1,43.8,56.45,31.76,31.76
2026-04-18,gti-com-hp17.hci.bri.co.id,1,46.98,59.92,33.45,33.45
2026-04-19,gti-com-hp17.hci.bri.co.id,1,31.38,55.02,29.52,29.52
2026-04-20,gti-com-hp17.hci.bri.co.id,1,40.75,67.79,33.64,33.64
2026-04-21,gti-com-hp17.hci.bri.co.id,1,68.69,68.69,30.23,33.51
2026-04-22,gti-com-hp17.hci.bri.co.id,1,60.79,67.74,36.39,37.78
2026-04-23,gti-com-hp17.hci.bri.co.id,1,46.54,51.14,32.55,32.55
2026-04-24,gti-com-hp17.hci.bri.co.id,1,50.43,62.11,33.17,37.68
2026-04-25,gti-com-hp17.hci.bri.co.id,1,29.67,57.32,32.66,36.73
2026-04-26,gti-com-hp17.hci.bri.co.id,1,49.65,61.81,32.79,32.79
2026-04-27,gti-com-hp17.hci.bri.co.id,1,49.89,63.64,36.37,40.55
2026-04-28,gti-com-hp17.hci.bri.co.id,1,38.14,65.65,43.11,43.11
2026-04-29,gti-com-hp17.hci.bri.co.id,1,70.22,70.22,33.49,38.08
2026-04-30,gti-com-hp17.hci.bri.co.id,1,49.0,58.16,26.73,32.23
2026-05-01,gti-com-hp17.hci.bri.co.id,1,42.09,56.94,37.65,37.65
2026-05-02,gti-com-hp17.hci.bri.co.id,1,38.01,51.58,28.33,40.37
2026-05-03,gti-com-hp17.hci.bri.co.id,1,33.45,57.75,29.32,30.38
2026-05-04,gti-com-hp17.hci.bri.co.id,1,46.91,48.51,32.08,37.24
2026-05-05,gti-com-hp17.hci.bri.co.id,1,40.04,58.82,34.93,37.19
2026-05-06,gti-com-hp17.hci.bri.co.id,1,55.16,55.33,33.87,33.87
2026-05-07,gti-com-hp17.hci.bri.co.id,1,52.86,52.86,35.47,35.94
2026-05-08,gti-com-hp17.hci.bri.co.id,1,43.84,59.63,38.89,38.89
2026-05-09,gti-com-hp17.hci.bri.co.id,1,33.64,62.42,31.46,38.01
2026-05-10,gti-com-hp17.hci.bri.co.id,1,35.49,59.91,33.55,36.49
2026-05-11,gti-com-hp17.hci.bri.co.id,1,53.54,61.99,31.66,36.68
2026-05-12,gti-com-hp17.hci.bri.co.id,1,42.22,53.15,43.83,43.83
2026-05-13,gti-com-hp17.hci.bri.co.id,1,45.44,62.98,30.33,36.57
2026-05-14,gti-com-hp17.hci.bri.co.id,1,48.15,51.12,31.33,33.81
2026-05-15,gti-com-hp17.hci.bri.co.id,1,39.04,59.11,40.88,40.88
2026-05-16,gti-com-hp17.hci.bri.co.id,1,42.39,66.81,28.73,29.74
2026-05-17,gti-com-hp17.hci.bri.co.id,1,37.96,53.07,29.45,36.81
2026-05-18,gti-com-hp17.hci.bri.co.id,1,32.01,70.86,31.28,32.24
2026-05-19,gti-com-hp17.hci.bri.co.id,1,41.27,57.65,31.42,35.34
2026-05-20,gti-com-hp17.hci.bri.co.id,1,48.7,59.24,28.15,32.5
2026-05-21,gti-com-hp17.hci.bri.co.id,1,36.53,46.98,35.37,35.37
2026-05-22,gti-com-hp17.hci.bri.co.id,1,40.67,58.14,42.21,42.21
2026-05-23,gti-com-hp17.hci.bri.co.id,1,36.7,57.55,33.77,36.69
2026-05-24,gti-com-hp17.hci.bri.co.id,1,37.62,58.84,39.83,39.83
2026-05-25,gti-com-hp17.hci.bri.co.id,1,41.17,68.99,35.01,35.01
2026-05-26,gti-com-hp17.hci.bri.co.id,1,57.24,61.18,33.6,34.0
2026-05-27,gti-com-hp17.hci.bri.co.id,1,59.9,60.48,37.19,37.74
2026-05-28,gti-com-hp17.hci.bri.co.id,1,43.49,63.59,43.74,43.74
2026-05-29,gti-com-hp17.hci.bri.co.id,1,44.45,56.84,45.38,45.38
2026-05-30,gti-com-hp17.hci.bri.co.id,1,39.01,55.63,28.09,30.67
2026-05-31,gti-com-hp17.hci.bri.co.id,1,38.99,65.01,33.88,33.88
2026-06-01,gti-com-hp17.hci.bri.co.id,1,46.34,59.0,34.28,34.28
2026-06-02,gti-com-hp17.hci.bri.co.id,1,49.41,60.73,36.45,36.45
2026-06-03,gti-com-hp17.hci.bri.co.id,1,52.87,55.11,33.8,35.68
2026-06-04,gti-com-hp17.hci.bri.co.id,1,43.91,69.8,35.56,35.57
2026-06-05,gti-com-hp17.hci.bri.co.id,1,83.39,83.39,30.62,30.62
2026-06-06,gti-com-hp17.hci.bri.co.id,1,38.66,56.4,29.34,36.47
2026-06-07,gti-com-hp17.hci.bri.co.id,1,24.65,61.41,32.46,32.46
2026-06-08,gti-com-hp17.hci.bri.co.id,1,47.23,67.3,30.36,30.36
2026-06-09,gti-com-hp17.hci.bri.co.id,1,40.79,61.97,32.29,32.44
2026-06-10,gti-com-hp17.hci.bri.co.id,1,34.33,60.73,31.09,34.57
2026-06-11,gti-com-hp17.hci.bri.co.id,1,47.34,71.39,28.58,33.27
2026-06-12,gti-com-hp17.hci.bri.co.id,1,52.29,53.41,32.71,38.61
2026-06-13,gti-com-hp17.hci.bri.co.id,1,41.79,68.48,28.93,37.75
2026-06-14,gti-com-hp17.hci.bri.co.id,1,42.37,65.14,33.4,33.6
2026-06-15,gti-com-hp17.hci.bri.co.id,1,34.87,61.8,37.72,37.72
2026-06-16,gti-com-hp17.hci.bri.co.id,1,32.51,62.74,34.76,34.76
2026-06-17,gti-com-hp17.hci.bri.co.id,1,50.47,50.47,37.43,37.43
2026-06-18,gti-com-hp17.hci.bri.co.id,1,47.43,60.32,37.66,37.66
2026-06-19,gti-com-hp17.hci.bri.co.id,1,52.88,63.64,29.16,33.93
2026-06-20,gti-com-hp17.hci.bri.co.id,1,44.3,53.0,27.76,38.3
2026-06-21,gti-com-hp17.hci.bri.co.id,1,26.66,61.49,32.59,39.76
2026-06-22,gti-com-hp17.hci.bri.co.id,1,53.26,54.39,34.97,34.97
2026-01-01,gti-com-hp37.hci.bri.co.id,1,58.14,58.14,76.56,77.08
2026-01-02,gti-com-hp37.hci.bri.co.id,1,51.84,65.71,100.0,100.0
2026-01-03,gti-com-hp37.hci.bri.co.id,1,44.04,56.75,71.86,79.68
2026-01-04,gti-com-hp37.hci.bri.co.id,1,44.7,53.67,68.48,79.95
2026-01-05,gti-com-hp37.hci.bri.co.id,1,52.06,52.06,72.1,78.15
2026-01-06,gti-com-hp37.hci.bri.co.id,1,47.0,59.71,82.3,82.3
2026-01-07,gti-com-hp37.hci.bri.co.id,1,42.96,58.3,77.41,77.63
2026-01-08,gti-com-hp37.hci.bri.co.id,1,58.89,58.89,75.25,78.07
2026-01-09,gti-com-hp37.hci.bri.co.id,1,50.32,60.47,78.07,78.07
2026-01-10,gti-com-hp37.hci.bri.co.id,1,42.39,57.76,67.5,82.01
2026-01-11,gti-com-hp37.hci.bri.co.id,1,45.22,54.87,70.76,74.9
2026-01-12,gti-com-hp37.hci.bri.co.id,1,73.93,73.93,100.0,100.0
2026-01-13,gti-com-hp37.hci.bri.co.id,1,96.6,96.6,75.93,78.39
2026-01-14,gti-com-hp37.hci.bri.co.id,1,45.46,58.86,78.11,78.11
2026-01-15,gti-com-hp37.hci.bri.co.id,1,58.71,58.71,80.39,80.39
2026-01-16,gti-com-hp37.hci.bri.co.id,1,53.69,54.23,76.41,76.41
2026-01-17,gti-com-hp37.hci.bri.co.id,1,49.07,62.94,72.44,78.95
2026-01-18,gti-com-hp37.hci.bri.co.id,1,78.77,78.77,69.2,76.09
2026-01-19,gti-com-hp37.hci.bri.co.id,1,55.38,55.38,76.43,79.13
2026-01-20,gti-com-hp37.hci.bri.co.id,1,48.13,49.86,82.3,82.3
2026-01-21,gti-com-hp37.hci.bri.co.id,1,56.48,61.79,80.67,80.67
2026-01-22,gti-com-hp37.hci.bri.co.id,1,53.57,59.43,75.79,78.2
2026-01-23,gti-com-hp37.hci.bri.co.id,1,52.58,55.85,80.61,80.61
2026-01-24,gti-com-hp37.hci.bri.co.id,1,53.16,62.94,71.02,79.55
2026-01-25,gti-com-hp37.hci.bri.co.id,1,49.41,54.23,67.91,74.06
2026-01-26,gti-com-hp37.hci.bri.co.id,1,59.3,66.41,77.42,77.42
2026-01-27,gti-com-hp37.hci.bri.co.id,1,60.22,60.22,79.04,83.17
2026-01-28,gti-com-hp37.hci.bri.co.id,1,58.02,58.02,78.17,78.17
2026-01-29,gti-com-hp37.hci.bri.co.id,1,52.13,54.41,80.07,80.07
2026-01-30,gti-com-hp37.hci.bri.co.id,1,55.49,60.1,76.2,80.12
2026-01-31,gti-com-hp37.hci.bri.co.id,1,45.43,63.37,68.18,76.93
2026-02-01,gti-com-hp37.hci.bri.co.id,1,36.31,60.36,65.6,72.36
2026-02-02,gti-com-hp37.hci.bri.co.id,1,54.04,56.3,74.39,79.76
2026-02-03,gti-com-hp37.hci.bri.co.id,1,55.55,55.98,80.05,80.05
2026-02-04,gti-com-hp37.hci.bri.co.id,1,50.98,66.17,76.92,76.92
2026-02-05,gti-com-hp37.hci.bri.co.id,1,46.78,72.22,73.19,78.23
2026-02-06,gti-com-hp37.hci.bri.co.id,1,51.21,56.32,77.05,77.05
2026-02-07,gti-com-hp37.hci.bri.co.id,1,38.84,60.68,68.0,73.85
2026-02-08,gti-com-hp37.hci.bri.co.id,1,52.81,55.47,71.37,78.89
2026-02-09,gti-com-hp37.hci.bri.co.id,1,54.4,56.9,76.52,76.52
2026-02-10,gti-com-hp37.hci.bri.co.id,1,50.67,55.05,80.75,80.75
2026-02-11,gti-com-hp37.hci.bri.co.id,1,55.54,55.54,73.68,76.67
2026-02-12,gti-com-hp37.hci.bri.co.id,1,60.89,60.89,79.72,79.89
2026-02-13,gti-com-hp37.hci.bri.co.id,1,43.77,48.48,76.44,77.32
2026-02-14,gti-com-hp37.hci.bri.co.id,1,72.46,72.46,73.15,78.13
2026-02-15,gti-com-hp37.hci.bri.co.id,1,41.47,54.42,65.51,79.21
2026-02-16,gti-com-hp37.hci.bri.co.id,1,52.42,62.87,73.82,79.98
2026-02-17,gti-com-hp37.hci.bri.co.id,1,50.52,58.57,78.44,78.44
2026-02-18,gti-com-hp37.hci.bri.co.id,1,52.05,61.67,82.17,82.17
2026-02-19,gti-com-hp37.hci.bri.co.id,1,54.82,54.82,78.54,81.3
2026-02-20,gti-com-hp37.hci.bri.co.id,1,53.71,62.07,78.11,82.2
2026-02-21,gti-com-hp37.hci.bri.co.id,1,35.36,62.57,69.4,76.97
2026-02-22,gti-com-hp37.hci.bri.co.id,1,38.89,65.48,61.8,77.86
2026-02-23,gti-com-hp37.hci.bri.co.id,1,50.12,56.94,72.24,75.22
2026-02-24,gti-com-hp37.hci.bri.co.id,1,57.55,57.84,80.92,80.92
2026-02-25,gti-com-hp37.hci.bri.co.id,1,57.88,57.88,72.23,73.77
2026-02-26,gti-com-hp37.hci.bri.co.id,1,53.08,58.09,70.45,73.82
2026-02-27,gti-com-hp37.hci.bri.co.id,1,63.48,64.31,79.31,79.31
2026-02-28,gti-com-hp37.hci.bri.co.id,1,46.57,61.07,68.02,76.97
2026-03-01,gti-com-hp37.hci.bri.co.id,1,38.46,62.95,75.32,75.32
2026-03-02,gti-com-hp37.hci.bri.co.id,1,55.82,61.82,76.87,76.87
2026-03-03,gti-com-hp37.hci.bri.co.id,1,52.48,61.13,78.11,78.11
2026-03-04,gti-com-hp37.hci.bri.co.id,1,54.37,65.52,79.39,79.39
2026-03-05,gti-com-hp37.hci.bri.co.id,1,50.85,56.29,75.22,82.59
2026-03-06,gti-com-hp37.hci.bri.co.id,1,54.64,68.29,79.26,79.26
2026-03-07,gti-com-hp37.hci.bri.co.id,1,39.23,44.14,66.02,68.85
2026-03-08,gti-com-hp37.hci.bri.co.id,1,35.69,53.23,68.06,77.5
2026-03-09,gti-com-hp37.hci.bri.co.id,1,56.05,56.59,76.42,76.42
2026-03-10,gti-com-hp37.hci.bri.co.id,1,57.14,57.14,72.83,79.36
2026-03-11,gti-com-hp37.hci.bri.co.id,1,54.47,61.2,78.06,80.92
2026-03-12,gti-com-hp37.hci.bri.co.id,1,53.19,71.52,79.25,79.25
2026-03-13,gti-com-hp37.hci.bri.co.id,1,60.72,60.92,78.96,79.57
2026-03-14,gti-com-hp37.hci.bri.co.id,1,40.05,64.88,71.2,75.5
2026-03-15,gti-com-hp37.hci.bri.co.id,1,44.74,53.33,75.9,80.6
2026-03-16,gti-com-hp37.hci.bri.co.id,1,44.06,58.6,75.18,80.58
2026-03-17,gti-com-hp37.hci.bri.co.id,1,51.76,66.27,70.89,70.89
2026-03-18,gti-com-hp37.hci.bri.co.id,1,48.37,59.44,74.87,75.12
2026-03-19,gti-com-hp37.hci.bri.co.id,1,50.55,60.82,73.52,79.85
2026-03-20,gti-com-hp37.hci.bri.co.id,1,82.61,82.61,78.31,78.31
2026-03-21,gti-com-hp37.hci.bri.co.id,1,37.64,60.69,69.41,78.07
2026-03-22,gti-com-hp37.hci.bri.co.id,1,42.14,59.06,71.88,75.61
2026-03-23,gti-com-hp37.hci.bri.co.id,1,48.46,54.28,72.3,75.59
2026-03-24,gti-com-hp37.hci.bri.co.id,1,51.18,57.27,81.65,84.74
2026-03-25,gti-com-hp37.hci.bri.co.id,1,57.84,66.8,82.87,82.87
2026-03-26,gti-com-hp37.hci.bri.co.id,1,60.24,60.24,83.64,83.64
2026-03-27,gti-com-hp37.hci.bri.co.id,1,100.0,100.0,75.3,75.3
2026-03-28,gti-com-hp37.hci.bri.co.id,1,43.95,56.27,66.25,82.72
2026-03-29,gti-com-hp37.hci.bri.co.id,1,48.39,61.52,72.61,77.09
2026-03-30,gti-com-hp37.hci.bri.co.id,1,57.34,63.17,81.76,81.76
2026-03-31,gti-com-hp37.hci.bri.co.id,1,53.2,53.2,77.08,77.73
2026-04-01,gti-com-hp37.hci.bri.co.id,1,50.38,53.21,76.12,80.42
2026-04-02,gti-com-hp37.hci.bri.co.id,1,53.44,53.44,79.76,79.76
2026-04-03,gti-com-hp37.hci.bri.co.id,1,57.35,57.35,71.04,79.82
2026-04-04,gti-com-hp37.hci.bri.co.id,1,46.08,56.98,67.35,73.36
2026-04-05,gti-com-hp37.hci.bri.co.id,1,43.2,54.62,69.75,72.55
2026-04-06,gti-com-hp37.hci.bri.co.id,1,54.2,63.5,76.26,79.42
2026-04-07,gti-com-hp37.hci.bri.co.id,1,55.12,55.5,76.72,80.81
2026-04-08,gti-com-hp37.hci.bri.co.id,1,50.99,54.66,77.64,77.64
2026-04-09,gti-com-hp37.hci.bri.co.id,1,41.17,55.93,75.0,75.94
2026-04-10,gti-com-hp37.hci.bri.co.id,1,61.26,61.26,73.85,80.15
2026-04-11,gti-com-hp37.hci.bri.co.id,1,48.77,54.14,72.68,74.73
2026-04-12,gti-com-hp37.hci.bri.co.id,1,33.38,67.73,68.63,73.06
2026-04-13,gti-com-hp37.hci.bri.co.id,1,52.92,59.39,76.18,78.49
2026-04-14,gti-com-hp37.hci.bri.co.id,1,54.33,58.74,77.48,78.43
2026-04-15,gti-com-hp37.hci.bri.co.id,1,53.41,59.44,100.0,100.0
2026-04-16,gti-com-hp37.hci.bri.co.id,1,53.84,59.83,74.54,74.54
2026-04-17,gti-com-hp37.hci.bri.co.id,1,56.23,56.23,75.35,76.5
2026-04-18,gti-com-hp37.hci.bri.co.id,1,43.4,65.6,65.62,69.25
2026-04-19,gti-com-hp37.hci.bri.co.id,1,44.45,57.09,68.03,78.7
2026-04-20,gti-com-hp37.hci.bri.co.id,1,50.09,58.08,81.71,81.71
2026-04-21,gti-com-hp37.hci.bri.co.id,1,57.94,57.94,73.44,78.74
2026-04-22,gti-com-hp37.hci.bri.co.id,1,56.26,66.29,75.96,76.96
2026-04-23,gti-com-hp37.hci.bri.co.id,1,47.05,65.2,77.16,79.44
2026-04-24,gti-com-hp37.hci.bri.co.id,1,52.08,57.26,76.97,76.97
2026-04-25,gti-com-hp37.hci.bri.co.id,1,43.76,58.65,70.5,74.96
2026-04-26,gti-com-hp37.hci.bri.co.id,1,47.46,62.31,67.43,75.03
2026-04-27,gti-com-hp37.hci.bri.co.id,1,67.65,67.65,75.56,78.96
2026-04-28,gti-com-hp37.hci.bri.co.id,1,58.39,58.93,74.44,84.04
2026-04-29,gti-com-hp37.hci.bri.co.id,1,60.97,61.99,76.81,76.81
2026-04-30,gti-com-hp37.hci.bri.co.id,1,57.78,65.74,75.64,75.64
2026-05-01,gti-com-hp37.hci.bri.co.id,1,52.1,58.88,75.98,75.98
2026-05-02,gti-com-hp37.hci.bri.co.id,1,42.52,56.66,67.12,78.32
2026-05-03,gti-com-hp37.hci.bri.co.id,1,42.03,71.97,74.48,75.45
2026-05-04,gti-com-hp37.hci.bri.co.id,1,48.85,60.59,80.15,80.25
2026-05-05,gti-com-hp37.hci.bri.co.id,1,54.01,57.85,76.27,80.5
2026-05-06,gti-com-hp37.hci.bri.co.id,1,46.89,57.25,80.4,80.4
2026-05-07,gti-com-hp37.hci.bri.co.id,1,43.71,53.71,73.62,80.9
2026-05-08,gti-com-hp37.hci.bri.co.id,1,47.18,55.89,78.83,78.83
2026-05-09,gti-com-hp37.hci.bri.co.id,1,36.13,60.91,70.0,83.36
2026-05-10,gti-com-hp37.hci.bri.co.id,1,62.42,62.42,71.27,73.65
2026-05-11,gti-com-hp37.hci.bri.co.id,1,55.27,55.27,80.86,81.43
2026-05-12,gti-com-hp37.hci.bri.co.id,1,55.67,58.19,73.54,83.11
2026-05-13,gti-com-hp37.hci.bri.co.id,1,49.28,49.28,78.6,78.6
2026-05-14,gti-com-hp37.hci.bri.co.id,1,54.09,57.46,81.5,82.02
2026-05-15,gti-com-hp37.hci.bri.co.id,1,52.17,59.76,75.55,77.42
2026-05-16,gti-com-hp37.hci.bri.co.id,1,47.72,53.13,69.17,75.71
2026-05-17,gti-com-hp37.hci.bri.co.id,1,42.31,67.4,66.92,76.22
2026-05-18,gti-com-hp37.hci.bri.co.id,1,54.15,58.44,76.2,78.48
2026-05-19,gti-com-hp37.hci.bri.co.id,1,52.92,61.82,75.31,80.28
2026-05-20,gti-com-hp37.hci.bri.co.id,1,56.5,56.5,73.73,83.61
2026-05-21,gti-com-hp37.hci.bri.co.id,1,54.54,54.54,77.95,77.95
2026-05-22,gti-com-hp37.hci.bri.co.id,1,52.98,56.25,81.78,81.78
2026-05-23,gti-com-hp37.hci.bri.co.id,1,35.7,50.59,65.56,74.41
2026-05-24,gti-com-hp37.hci.bri.co.id,1,41.71,64.07,62.11,78.02
2026-05-25,gti-com-hp37.hci.bri.co.id,1,58.94,59.34,78.4,78.4
2026-05-26,gti-com-hp37.hci.bri.co.id,1,50.62,64.65,77.18,81.25
2026-05-27,gti-com-hp37.hci.bri.co.id,1,55.37,55.37,100.0,100.0
2026-05-28,gti-com-hp37.hci.bri.co.id,1,56.09,59.38,73.96,80.21
2026-05-29,gti-com-hp37.hci.bri.co.id,1,62.58,62.58,76.6,76.6
2026-05-30,gti-com-hp37.hci.bri.co.id,1,36.61,52.85,68.2,74.4
2026-05-31,gti-com-hp37.hci.bri.co.id,1,50.63,59.56,64.01,77.21
2026-06-01,gti-com-hp37.hci.bri.co.id,1,52.0,66.63,77.22,77.22
2026-06-02,gti-com-hp37.hci.bri.co.id,1,59.32,64.56,72.72,75.2
2026-06-03,gti-com-hp37.hci.bri.co.id,1,53.79,62.77,77.06,77.06
2026-06-04,gti-com-hp37.hci.bri.co.id,1,51.19,51.72,81.95,81.95
2026-06-05,gti-com-hp37.hci.bri.co.id,1,55.28,66.2,74.14,81.65
2026-06-06,gti-com-hp37.hci.bri.co.id,1,44.2,54.53,68.64,75.76
2026-06-07,gti-com-hp37.hci.bri.co.id,1,81.92,81.92,64.44,73.47
2026-06-08,gti-com-hp37.hci.bri.co.id,1,59.77,59.77,76.19,78.9
2026-06-09,gti-com-hp37.hci.bri.co.id,1,46.76,57.86,76.88,76.95
2026-06-10,gti-com-hp37.hci.bri.co.id,1,45.09,72.35,100.0,100.0
2026-06-11,gti-com-hp37.hci.bri.co.id,1,56.87,56.87,78.61,78.61
2026-06-12,gti-com-hp37.hci.bri.co.id,1,53.33,56.1,77.45,77.58
2026-06-13,gti-com-hp37.hci.bri.co.id,1,42.02,56.05,71.43,75.77
2026-06-14,gti-com-hp37.hci.bri.co.id,1,41.64,52.83,64.08,82.41
2026-06-15,gti-com-hp37.hci.bri.co.id,1,49.63,53.61,78.57,78.57
2026-06-16,gti-com-hp37.hci.bri.co.id,1,50.1,55.51,76.69,76.7
2026-06-17,gti-com-hp37.hci.bri.co.id,1,52.05,61.72,77.79,77.79
2026-06-18,gti-com-hp37.hci.bri.co.id,1,51.27,55.07,72.35,74.84
2026-06-19,gti-com-hp37.hci.bri.co.id,1,57.81,61.0,81.63,81.63
2026-06-20,gti-com-hp37.hci.bri.co.id,1,40.4,61.04,69.91,74.14
2026-06-21,gti-com-hp37.hci.bri.co.id,1,48.8,61.72,69.04,77.61
2026-06-22,gti-com-hp37.hci.bri.co.id,1,48.25,60.78,77.25,77.25
2026-01-01,gti-com-lnv07.hci.bri.co.id,1,54.48,54.48,63.2,63.2
2026-01-02,gti-com-lnv07.hci.bri.co.id,1,76.45,76.45,65.63,66.5
2026-01-03,gti-com-lnv07.hci.bri.co.id,1,43.55,50.59,57.08,60.95
2026-01-04,gti-com-lnv07.hci.bri.co.id,1,41.34,59.55,60.21,64.74
2026-01-05,gti-com-lnv07.hci.bri.co.id,1,51.41,61.5,64.82,69.28
2026-01-06,gti-com-lnv07.hci.bri.co.id,1,52.22,53.9,67.29,67.29
2026-01-07,gti-com-lnv07.hci.bri.co.id,1,57.43,57.43,66.06,67.26
2026-01-08,gti-com-lnv07.hci.bri.co.id,1,58.03,62.16,65.01,66.08
2026-01-09,gti-com-lnv07.hci.bri.co.id,1,51.46,61.98,63.95,63.95
2026-01-10,gti-com-lnv07.hci.bri.co.id,1,44.47,66.32,59.09,66.42
